ID,Query,Category,Entities,Seen,Notes
739,samsung galaxy s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
740,samsung galaxy s23 ultra handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
741,samsung galaxy s23 ultra hülle,Other,"{""marke"":[""Samsung""]}",false,
742,samsung galaxy s23 ultra smartphone handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
743,samsung galaxy s23 ultra handyhülle,Other,"{""marke"":[""Samsung""]}",false,
744,samsung galaxy s23 ultra panzerglas,Other,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
745,samsung galaxy s23 ultra plus,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
746,samsung galaxy s23 ultra handy kaufen,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
747,samsung galaxy s23 ultra schutzglas,Other,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
748,samsung galaxy s23 ultra hülle original samsung,Other,"{""marke"":[""Samsung""]}",false,
749,samsung galaxy s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
750,samsung galaxy s23 ultra smartphone handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
751,samsung galaxy s23 ultra smartphone ohne vertrag,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
752,samsung galaxy s23 ultra smartphone blue,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
753,samsung galaxy s23 ultra smartphone wallet,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
754,samsung galaxy s23 ultra smartphone telefon,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
755,samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
756,samsung galaxy s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
757,samsung s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
758,galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
759,s 23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
760,samsung galaxy s23 ultra handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
761,samsung galaxy s23 ultra handy smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
762,samsung galaxy s23 ultra handy kaufen,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
763,samsung galaxy s23 ultra handy ohne vertrag,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
764,samsung galaxy s23 ultra handy hülle,Other,"{""marke"":[""Samsung""]}",false,
765,samsung galaxy s23 ultra handy angebot,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
766,samsung galaxy s23 ultra handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
767,handy samsung s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
768,galaxy s23 ultra handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
769,samsung galaxy s23 handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
770,handy samsung s23 ultra plus,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
771,Tablet,Tablets,{},false,
772,tablet samsung,Tablets,"{""marke"":[""Samsung""]}",false,
773,tablet apple,Tablets,"{""marke"":[""Apple""]}",false,
774,tablet mit tastatur,Tablets,"{""ausstattung"":[""Tastatur""]}",false,
775,tablet lenovo,Tablets,"{""marke"":[""Lenovo""]}",false,
776,tablet mit sim karte,Tablets,"{""ausstattung"":[""mobiles Internet""]}",false,
777,tablet kinder,Tablets,{},false,
778,tablet mit stift,Tablets,"{""ausstattung"":[""Stifteingabe""]}",false,
779,tablet xiaomi,Tablets,"{""marke"":[""Xiaomi""]}",false,
780,tablet samsung s9,Tablets,"{""marke"":[""Samsung""]}",false,
781,tablet 12 zoll,Tablets,"{""bildschirmgroesse"":[""12 Zoll""]}",false,
782,tablet samsung,Tablets,"{""marke"":[""Samsung""]}",false,
783,tablet samsung s9,Tablets,"{""marke"":[""Samsung""]}",false,
784,tablet samsung mit tastatur,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
785,tablet samsung mit sim karte,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""mobiles Internet""]}",false,
786,tablet samsung a8,Tablets,"{""marke"":[""Samsung""]}",false,
787,tablet samsung s7,Tablets,"{""marke"":[""Samsung""]}",false,
788,tablet samsung galaxy,Tablets,"{""marke"":[""Samsung""]}",false,
789,tablet samsung a7,Tablets,"{""marke"":[""Samsung""]}",false,
790,tablet samsung s9 ultra 5g,Tablets,"{""marke"":[""Samsung""]}",false,
791,tablet samsung s8,Tablets,"{""marke"":[""Samsung""]}",false,
792,tablet samsung a9,Tablets,"{""marke"":[""Samsung""]}",false,
793,tablet samsung s9,Tablets,"{""marke"":[""Samsung""]}",false,
794,tablet samsung s9 ultra 5g,Tablets,"{""marke"":[""Samsung""]}",false,
795,tablet samsung s9 ultra,Tablets,"{""marke"":[""Samsung""]}",false,
796,tablet samsung s9 plus,Tablets,"{""marke"":[""Samsung""]}",false,
797,tablet samsung s9 fe,Tablets,"{""marke"":[""Samsung""]}",false,
798,tablet samsung s9 ultra 5g hülle,Other,"{""marke"":[""Samsung""]}",false,
799,tablet samsung s9 fe zubehör,Other,"{""marke"":[""Samsung""]}",false,
800,tablet samsung s9 hülle,Other,"{""marke"":[""Samsung""]}",false,
801,tablet samsung s9 ultra،,Tablets,"{""marke"":[""Samsung""]}",false,
802,tablet samsung s9 5g,Tablets,"{""marke"":[""Samsung""]}",false,
803,tablet samsung s9 ultra hülle,Other,"{""marke"":[""Samsung""]}",false,
804,tablet samsung mit tastatur,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
805,tablet mit tastatur,Tablets,"{""ausstattung"":[""Tastatur""]}",false,
806,tablet samsung mit tastatur,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
807,samsung tablet mit tastatur set,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
808,samsung tablett mit tastatur,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
809,tablet tastatur samsung,Tablets,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
810,tastatur für tablet samsung,Other,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
811,tablet mit tastatur android,Tablets,"{""ausstattung"":[""Tastatur""]}",false,
812,samsung tablet hülle mit tastatur,Other,"{""marke"":[""Samsung""]}",false,
813,tablet mit stift tastatur,Tablets,"{""ausstattung"":[""Stifteingabe""]}",false,
814,tablet tastatur und maus samsung,Other,"{""marke"":[""Samsung""],""ausstattung"":[""Tastatur""]}",false,
815,tablet apple,Tablets,"{""marke"":[""Apple""]}",false,
816,tablet apple pro 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
817,tablet apple mit tastatur,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""]}",false,
818,tablet apple mit stift,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Stifteingabe""]}",false,
819,tablet apple hülle,Other,"{""marke"":[""Apple""]}",false,
820,tablet apple 2023,Tablets,"{""marke"":[""Apple""]}",false,
821,tablet apple mit sim,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""mobiles Internet""]}",false,
822,tablet apple günstig,Tablets,"{""marke"":[""Apple""]}",false,
823,tablet apple mini,Tablets,"{""marke"":[""Apple""]}",false,
824,tablet apple 11 pro,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
825,tablet apple zubehör,Tablets,"{""marke"":[""Apple""]}",false,
826,tablet apple pro 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
827,ipad pro 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
828,ipad pro 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
829,apple tablet 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
830,ipad pro 2023 apple,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
831,tablet apple pro 2023,Tablets,"{""marke"":[""Apple""]}",false,
832,i pad pro 2023 apple,Tablets,"{""marke"":[""Apple""]}",false,
833,apple ipad 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
834,apple ipad pro 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
835,i pad pro 2023 tablet,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
836,tablet ipad 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
837,tablet apple mit tastatur,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""]}",false,
838,tablet apple mit tastatur rosegold,Tablets,"{""farbe"":[""goldfarben""],""marke"":[""Apple""],""ausstattung"":[""Tastatur""]}",false,
839,tablet mit tastatur,Tablets,"{""ausstattung"":[""Tastatur""]}",false,
840,ipad mit tastatur,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad""]}",false,
841,tablet apple mit tastatur,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""]}",false,
842,microsoft tablet mit tastatur,Tablets,"{""ausstattung"":[""Tastatur""]}",false,
843,ipad mit tastatur und stift apple,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Stifteingabe""],""modellreihe"":[""iPad""]}",false,
844,tablet von apple,Tablets,"{""marke"":[""Apple""]}",false,
845,apple tablet tastatur,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""]}",false,
846,ipad mit tastatur apple,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad""]}",false,
847,hülle für tablet apple,Other,"{""marke"":[""Apple""]}",false,
848,Ipad,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
849,ipad air,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
850,ipad pro 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
851,ipad 10 generation,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
852,ipad pro 12.9,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
853,ipad pro 11,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
854,ipad mini,Tablets,"{""marke"":[""Apple""]}",false,
855,ipad 9 generation,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
856,ipad air 5 generation,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
857,ipad pro 2023,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
858,ipad 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""]}",false,
859,ipad air,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
860,ipad air 5 generation,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
861,ipad air 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
862,ipad air hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
863,ipad air 4 generation,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
864,ipad air 5,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
865,ipad air 5 generation 2022 tablet,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
866,ipad air 2020,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
867,ipad air 4,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
868,ipad air 5 hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
869,ipad air 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""],""speicherkapazitaet"":[""256 GB""]}",false,
870,ipad air 5 generation,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
871,ipad air 5 generation 2022 tablet,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
872,ipad air 5 generation hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
873,ipad air 5 generation tastatur,Other,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad Air""]}",false,
874,ipad air 5 generation apple,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
875,ipad air 5 generation hülle tastatur,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
876,ipad air 5 generation 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
877,ipad air 5 generation panzerglas,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
878,ipad air 5 generation schutzfolie,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
879,ipad air 5 generation hülle schwarz,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
880,ipad air 5 generation magic tastatur,Other,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad Air""]}",false,
881,ipad air 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
882,ipad air 2022 hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
883,ipad air 2022 hülle mit tastatur,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
884,ipad air 2022 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""],""speicherkapazitaet"":[""256 GB""]}",false,
885,ipad air 2022 tastatur,Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad Air""]}",false,
886,ipad air 2022 5g,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
887,ipad air 2022 panzerglas,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
888,ipad air 2022 hülle apple,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
889,ipad air 2022 smart folio,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
890,ipad air 2022 tablet,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
891,ipad air 2022 keyboard,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
892,ipad pro 2022,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
893,"ipad pro 2022 12,9",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""]}",false,
894,ipad pro 2022 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
895,ipad pro 2022 11 zoll,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""11 Zoll""]}",false,
896,ipad pro 2022 hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
897,ipad pro 2022 tastatur,Other,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad Pro""]}",false,
898,"ipad pro 2022 12,9 hülle",Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
899,ipad pro 2022 512 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""512 GB""]}",false,
900,"ipad pro 2022 12,9 256 gb",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""],""speicherkapazitaet"":[""256 GB""]}",false,
901,ipad pro 2022 11,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""]}",false,
902,ipad pro 2022 11 zoll hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
903,"ipad pro 2022 12,9",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""]}",false,
904,"ipad pro 2022 12,9 hülle",Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
905,"ipad pro 2022 12,9 256 gb",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""],""speicherkapazitaet"":[""256 GB""]}",false,
906,"ipad pro 2022 12,9 tastatur",Tablets,"{""marke"":[""Apple""],""ausstattung"":[""Tastatur""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""]}",false,
907,"ipad pro 2022 12,9 hülle mit tastatur",Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
908,"ipad pro 2022 12,9 zoll hülle",Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
909,"ipad pro 2022 12,9 512",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""],""speicherkapazitaet"":[""512 GB""]}",false,
910,"ipad pro 2022 12,9 cellular",Tablets,"{""marke"":[""Apple""],""ausstattung"":[""mobiles Internet""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""]}",false,
911,"ipad pro 2022 12,9 sichtschutz",Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""]}",false,
912,"ipad pro 2022 12,9 128",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""],""speicherkapazitaet"":[""128 GB""]}",false,
913,"ipad pro 2022 12,9 hülle mit tastatur mit ipad",Other,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""]}",false,
914,ipad pro 2022 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
915,ipad 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""],""speicherkapazitaet"":[""256 GB""]}",false,
916,ipad pro 2022 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
917,ipad 2022 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""],""speicherkapazitaet"":[""256 GB""]}",false,
918,ipad pro 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
919,ipad pro 11 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
920,ipad air 2022 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Air""],""speicherkapazitaet"":[""256 GB""]}",false,
921,apple ipad 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad""],""speicherkapazitaet"":[""256 GB""]}",false,
922,ipad pro 12.9 256 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
923,ipad pro 2022 512 gb,Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""speicherkapazitaet"":[""512 GB""]}",false,
924,"ipad pro 2022 12,9 256 gb",Tablets,"{""marke"":[""Apple""],""modellreihe"":[""iPad Pro""],""bildschirmgroesse"":[""12 Zoll""],""speicherkapazitaet"":[""256 GB""]}",false,
925,Monitor,Monitor,{},false,
926,monitor gaming,Monitor,"{""zubehoerfuer"":[""Gaming""]}",false,
927,monitor 27 zoll,Monitor,"{""bildschirmgroesse"":[""27 Zoll""]}",false,
928,monitor 32 zoll,Monitor,"{""bildschirmgroesse"":[""32 Zoll""]}",false,
929,monitor halterung,Other,{},false,
930,monitor 24 zoll,Monitor,"{""bildschirmgroesse"":[""24 Zoll""]}",false,
931,monitor 144 hz,Monitor,"{""bildwiederholungsfrequenz"":[""144 Hz""]}",false,
932,monitor 240 hz,Monitor,"{""bildschirmgroesse"":[""32 Zoll""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
933,monitor curved,Monitor,"{""art"":[""curved""]}",false,
934,monitor 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""]}",false,
935,monitor 120 hz,Monitor,"{""bildwiederholungsfrequenz"":[""120 Hz""]}",false,
936,monitor gaming,Monitor,"{""zubehoerfuer"":[""Gaming""]}",false,
937,monitor gaming 240 hz,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
938,monitor gaming 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
939,monitor gaming curved,Monitor,"{""art"":[""curved""],""zubehoerfuer"":[""Gaming""]}",false,
940,monitor gaming 27 zoll,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""27 Zoll""]}",false,
941,monitor gaming 144hz,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""144 Hz""]}",false,
942,monitor gaming 4k für ps5,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
943,monitor gaming 32 zoll,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""32 Zoll""]}",false,
944,monitor gaming 120 hz,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""120 Hz""]}",false,
945,monitor gaming 24 zoll,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""24 Zoll""]}",false,
946,monitor gaming 4k 240hz,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
947,monitor gaming 240 hz,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
948,monitor gaming 240 hz curved 27,Monitor,"{""art"":[""curved""],""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
949,monitor gaming 240 hz wqhd,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
950,monitor gaming 240 hz ips,Monitor,"{""zubehoerfuer"":[""Gaming""],""displaytechnologie"":[""IPS""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
951,monitor gaming 240 hz 27zoll,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
952,monitor gaming 240 hz curved,Monitor,"{""art"":[""curved""],""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
953,gaming monitor 240 hz,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
954,240hz gaming monitor,Monitor,"{""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
955,monitor 240 hz,Monitor,"{""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
956,240hz monitor,Monitor,"{""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
957,pc monitor 240 hz,Monitor,"{""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
958,monitor gaming 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
959,monitor gaming 4k für ps5,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
960,monitor gaming 4k 240hz,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
961,monitor gaming 4k xbox,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
962,monitor gaming 4k curved,Monitor,"{""art"":[""curved""],""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
963,monitor gaming 4k 120hz,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""120 Hz""]}",false,
964,monitor gaming 4k 240 hz,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
965,monitor gaming 4k 1ms,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""],""reaktionszeit"":[""bis 1 ms""]}",false,
966,monitor gaming 4k weiss,Monitor,"{""farbe"":[""wei\\u00df""],""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
967,4k monitor,Monitor,"{""aufloesung"":[""Ultra-HD ""]}",false,
968,gaming monitor 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""]}",false,
969,monitor 27 zoll,Monitor,"{""bildschirmgroesse"":[""27 Zoll""]}",false,
970,monitor 27 zoll curved,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""27 Zoll""]}",false,
971,monitor 27 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""]}",false,
972,monitor 27 zoll 144 hz,Monitor,"{""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""144 Hz""]}",false,
973,monitor 27 zoll 240 hz,Monitor,"{""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
974,monitor 27 zoll mit lautsprecher,Monitor,"{""bildschirmgroesse"":[""27 Zoll""]}",false,
975,monitor 27 zoll 2560x1440,Monitor,"{""bildschirmgroesse"":[""27 Zoll""]}",false,
976,monitor 27 zoll 165hz,Monitor,"{""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""165 Hz""]}",false,
977,monitor 27 zoll 144 hz 1ms,Monitor,"{""reaktionszeit"":[""bis 1 ms""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""144 Hz""]}",false,
978,monitor 27 zoll samsung,Monitor,"{""marke"":[""Samsung""],""bildschirmgroesse"":[""27 Zoll""]}",false,
